DATE,France
1993M01,75.45443165179388
1993M02,76.5583359555253
1993M03,76.84649702886594
1993M04,74.34910329312592
1993M05,74.4877111381742
1993M06,76.83929037154233
1993M07,80.35973107516766
1993M08,81.96453548469772
1993M09,78.42381942835239
1993M10,79.57688313281521
1993M11,81.76906380653291
1993M12,80.97210631624503
1994M01,82.06486637328912
1994M02,81.83275778993145
1994M03,79.97819808638232
1994M04,80.56325960487854
1994M05,78.64366380889157
1994M06,77.41344481737009
1994M07,75.12437385317094
1994M08,75.15839157656225
1994M09,74.28709767884511
1994M10,72.77990105825543
1994M11,73.98634975384857
1994M12,75.68503817140659
1995M01,74.11342914956556
1995M02,73.338974561988
1995M03,69.8497544077652
1995M04,68.16920013474751
1995M05,70.17266628903427
1995M06,69.32465655948693
1995M07,68.18349372228295
1995M08,70.0079934084577
1995M09,70.87950394062192
1995M10,69.62629420815202
1995M11,68.82222036250093
1995M12,69.69760193597402
1996M01,70.72907804832901
1996M02,71.11156800326965
1996M03,71.30432071819567
1996M04,72.20173331238801
1996M05,73.32017486644207
1996M06,73.31132122913613
1996M07,72.30710865916146
1996M08,72.15928038073271
1996M09,73.17042773522182
1996M10,73.78259344905591
1996M11,73.27407401367638
1996M12,74.83589157113263
1997M01,77.47987199431498
1997M02,80.85425513312013
1997M03,81.99763549118602
1997M04,82.64228115629082
1997M05,82.1873581928827
1997M06,83.60181743107748
1997M07,86.83309378910657
1997M08,89.07020213122529
1997M09,86.39983383893224
1997M10,84.92843786941029
1997M11,83.58349555655153
1997M12,85.44772194068211
1998M01,87.74696390160622
1998M02,87.58330919534491
1998M03,88.1760460779982
1998M04,87.5825567002143
1998M05,85.84622628765497
1998M06,86.75201940693293
1998M07,87.29232908137014
1998M08,86.90817816308775
1998M09,82.97891582636468
1998M10,80.16357713554572
1998M11,82.25672528363586
1998M12,81.540030412607
1999M01,82.70244409347008
1999M02,85.52130922570346
1999M03,88.04143135096042
1999M04,89.9099586210294
1999M05,90.54507193304252
1999M06,92.73846939363207
1999M07,93.52144596864356
1999M08,91.35305199584286
1999M09,92.5360932906416
1999M10,90.86264488517642
1999M11,94.12496755469849
1999M12,95.83678503652536
2000M01,95.86094569911674
2000M02,99.2579050335355
2000M03,101.57470342086519
2000M04,103.53048739323326
2000M05,108.10959504098693
2000M06,103.46063232701765
2000M07,104.9238213824819
2000M08,108.8473340907135
2000M09,112.86374784046122
2000M10,115.45816867444516
2000M11,115.0688169644148
2000M12,109.8479890199293
2001M01,106.13404822921086
2001M02,108.17814908708503
2001M03,109.41423953446754
2001M04,111.46687737551873
2001M05,113.53789889246144
2001M06,116.43387280206946
2001M07,115.35691325387909
2001M08,110.26114060909684
2001M09,109.25847347307119
2001M10,109.44373299945899
2001M11,111.69388933811936
2001M12,110.7020849437311
2002M01,111.51789678822252
2002M02,113.50367299323572
2002M03,112.89682925285678
2002M04,111.82526163099493
2002M05,107.89944137146045
2002M06,103.65501646042
2002M07,99.9043034643635
2002M08,101.47181088828296
2002M09,101.1460998319016
2002M10,101.11905139404662
2002M11,99.07643002544349
2002M12,97.0736644469048
2003M01,93.2876645912253
2003M02,92.03222796536362
2003M03,91.94603052688646
2003M04,91.52184635493221
2003M05,85.69061691425104
2003M06,85.01394111798625
2003M07,87.37442894063987
2003M08,89.35003036337933
2003M09,88.6664625157756
2003M10,84.78278914782987
2003M11,84.39970849081314
2003M12,80.21370218511382
2004M01,78.50412067059888
2004M02,78.3906325177806
2004M03,81.04599301962605
2004M04,82.9733416130641
2004M05,82.99710219431431
2004M06,82.29550211151275
2004M07,81.47875305919183
2004M08,81.94274023624685
2004M09,81.75546704301846
2004M10,80.20644603373313
2004M11,77.1001556104115
2004M12,74.34246942580079
2005M01,76.54789100407066
2005M02,77.15249757560538
2005M03,76.17733602565652
2005M04,78.08682893618261
2005M05,79.46308790923113
2005M06,82.85639165120507
2005M07,84.24198130560592
2005M08,82.59970693722013
2005M09,83.54480956983383
2005M10,85.40426596097608
2005M11,86.54356461800178
2005M12,85.57345491401705
2006M01,84.55322571822663
2006M02,85.5596239263434
2006M03,85.2098717677142
2006M04,83.82365035283412
2006M05,80.60214269804783
2006M06,81.52852197996437
2006M07,81.68616933475865
2006M08,80.75769855904622
2006M09,81.05363744799723
2006M10,81.5601221841185
2006M11,79.64842852685045
2006M12,77.57590361114104
2007M01,79.37130887295959
2007M02,79.18344598859979
2007M03,78.55935604862927
2007M04,77.08890228032922
2007M05,77.39649341905174
2007M06,77.98845707151784
2007M07,76.47469337171701
2007M08,76.54558733699592
2007M09,75.16978180851677
2007M10,73.38241215813586
2007M11,71.13613528181568
2007M12,71.37799793213412
2008M01,71.09578723628509
2008M02,71.00787611489609
2008M03,67.53001785912585
2008M04,66.74271215467569
2008M05,67.77797286323785
2008M06,68.23113246409335
2008M07,67.78898963111948
2008M08,71.15147374595753
2008M09,74.08148402226917
2008M10,79.22551891782254
2008M11,81.59282631867734
2008M12,76.79718862693184
2009M01,78.54164297708296
2009M02,81.39427604266125
2009M03,79.85233003273048
2009M04,79.01374903556788
2009M05,76.46919072030964
2009M06,74.99819662904937
2009M07,74.83573889012594
2009M08,73.67434949752273
2009M09,72.41827857949187
2009M10,71.16972062374921
2009M11,70.66409562645748
2009M12,71.80879804294429
2010M01,73.92907181243311
2010M02,76.68557464675395
2010M03,77.28594730964271
2010M04,78.1614919372956
2010M05,83.39395878977223
2010M06,85.7218764675558
2010M07,82.23363338248447
2010M08,81.34878316637332
2010M09,80.40037882635693
2010M10,75.55560756809079
2010M11,76.8457654509941
2010M12,79.14806403347933
2011M01,78.91089944954376
2011M02,77.22921098091396
2011M03,75.43337484375705
2011M04,73.33352403827871
2011M05,74.12785720952499
2011M06,73.76835394912537
2011M07,74.80874933935017
2011M08,74.21285262668947
2011M09,77.4970197076016
2011M10,77.51490426129018
2011M11,78.07589383726342
2011M12,79.79535407701827
2012M01,82.12828071829873
2012M02,80.16612866398326
2012M03,80.24844777323015
2012M04,80.62365695199797
2012M05,82.94117760199312
2012M06,84.50887674576272
2012M07,86.38658837453805
2012M08,85.51708034530611
2012M09,83.06172213669387
2012M10,82.11030030542791
2012M11,82.7824964478126
2012M12,80.47241366489149
2013M01,80.09549520681928
2013M02,80.09509328721333
2013M03,82.12303670419114
2013M04,81.76872002922639
2013M05,82.14282047632423
2013M06,80.92121710186265
2013M07,81.87454005833614
2013M08,80.18101376684699
2013M09,80.23582857958513
2013M10,78.44185319901109
2013M11,79.1354050179014
2013M12,77.6473454435377
2014M01,78.9119516856413
2014M02,78.49151753035493
2014M03,77.70749207211544
2014M04,78.05041359258205
2014M05,78.76999925387565
2014M06,79.75535154062553
2014M07,80.29664532001583
2014M08,81.14769531177507
2014M09,84.14417952892661
2014M10,85.41467370301184
2014M11,86.4646328164197
2014M12,86.89261912335317
2015M01,92.72917373748919
2015M02,94.6895930082907
2015M03,99.13694719637046
2015M04,99.75322475726263
2015M05,96.69953545971384
2015M06,96.55286614928363
2015M07,98.87073738585406
2015M08,97.16997714934881
2015M09,96.67249848938232
2015M10,96.46414157365271
2015M11,100.92421658366169
2015M12,99.05182643072357
2016M01,100.33040688189564
2016M02,98.06535833578957
2016M03,97.7556408901013
2016M04,96.05902803018179
2016M05,96.30355451011994
2016M06,97.19803103335025
2016M07,98.81264679837088
2016M08,97.32214252438366
2016M09,97.78299447554515
2016M10,99.53589949694678
2016M11,101.51489665047073
2016M12,103.68389881765567
2017M01,103.82884017004311
2017M02,103.75040836217171
