DATE,Mexico
1993M01,72.16248975379594
1993M02,71.59768430086098
1993M03,71.66202536791299
1993M04,71.21985709091885
1993M05,71.3709062349538
1993M06,71.07126793117705
1993M07,70.7313970636061
1993M08,70.32359990382403
1993M09,69.95121211390318
1993M10,69.95437841612613
1993M11,70.8154825557223
1993M12,69.16760427616032
1994M01,68.82379928161207
1994M02,68.70580484434764
1994M03,72.33645401490111
1994M04,73.62002786771806
1994M05,72.44033534482408
1994M06,73.41652126522315
1994M07,74.1623679190946
1994M08,73.68078411284736
1994M09,73.79093289636758
1994M10,73.8867923338347
1994M11,74.02261310870792
1994M12,83.83129970769025
1995M01,113.72497645126654
1995M02,113.11482884693838
1995M03,126.19519259699254
1995M04,110.26664690730541
1995M05,100.32843717888528
1995M06,101.68438407347361
1995M07,98.37112186175341
1995M08,97.80994902755735
1995M09,97.72201223795693
1995M10,102.01119514690177
1995M11,113.91704052269026
1995M12,110.2508871780023
1996M01,104.81298328931561
1996M02,102.75414974884335
1996M03,102.00331817418186
1996M04,98.25073613908752
1996M05,96.15945586512147
1996M06,96.08085186522709
1996M07,95.92259594438127
1996M08,93.47611340852372
1996M09,92.66620621672337
1996M10,93.64034463396405
1996M11,95.18171116802813
1996M12,91.76289220913087
1997M01,89.17495016419717
1997M02,87.52736979575589
1997M03,88.55947653090463
1997M04,87.06124017560334
1997M05,86.32913818409202
1997M06,86.1100608403639
1997M07,84.82780176630679
1997M08,83.06294642041975
1997M09,82.24521323067695
1997M10,82.11101595704778
1997M11,86.03603062651136
1997M12,83.30935252570339
1998M01,82.08846877059305
1998M02,83.88891700428832
1998M03,83.85404728501358
1998M04,82.55059077261767
1998M05,82.62859346058157
1998M06,85.01130497553302
1998M07,84.30272869833948
1998M08,86.98401420315116
1998M09,94.5852236801288
1998M10,92.83673327242674
1998M11,89.78328444276617
1998M12,86.88992284081831
1999M01,86.67115635307248
1999M02,84.8636910197702
1999M03,82.23384298272157
1999M04,79.39028185491867
1999M05,78.16397913434662
1999M06,79.14709853548668
1999M07,77.45866840690739
1999M08,77.45716027071289
1999M09,76.59113690999689
1999M10,77.87774536785938
1999M11,76.26564633920441
1999M12,75.42903313781963
2000M01,75.20607896181313
2000M02,74.74916118272344
2000M03,73.76027325614862
2000M04,73.93818124689314
2000M05,74.85072138993512
2000M06,77.08143851772232
2000M07,74.3685540329902
2000M08,72.47822240745472
2000M09,72.7170535084886
2000M10,73.81772162107492
2000M11,73.2339841394563
2000M12,71.7995561813551
2001M01,74.36699226976232
2001M02,74.17843186188121
2001M03,73.26981647968164
2001M04,71.13745988017004
2001M05,69.77053121919472
2001M06,69.34241047183427
2001M07,69.78486222658712
2001M08,69.14662853038675
2001M09,70.70204785130781
2001M10,70.07230090591521
2001M11,68.5758205451791
2001M12,67.84085756910461
2002M01,67.29903709004766
2002M02,67.23945945969189
2002M03,67.0519775905431
2002M04,67.42995498578958
2002M05,69.94696922562979
2002M06,71.48103193405697
2002M07,71.79521420406084
2002M08,71.98122057629708
2002M09,73.20074064861272
2002M10,73.43657565795084
2002M11,73.5686579291022
2002M12,73.08819463011235
2003M01,75.83976122170591
2003M02,78.66157864432483
2003M03,78.78178545224227
2003M04,76.25298592340992
2003M05,73.6447194576475
2003M06,75.46082124164744
2003M07,75.00259702083831
2003M08,77.14799424612815
2003M09,78.37483393298832
2003M10,79.7169948066056
2003M11,78.42357867816537
2003M12,79.05638360161485
2004M01,76.63787748550696
2004M02,77.15414799785029
2004M03,77.31884770607405
2004M04,79.20973654579969
2004M05,81.71951739882286
2004M06,80.92318318233185
2004M07,81.22131248209469
2004M08,80.27272316678065
2004M09,80.41234823823417
2004M10,79.58110492066024
2004M11,78.94933555035982
2004M12,77.25732054655066
2005M01,77.76226583505053
2005M02,77.18959267179187
2005M03,77.30529087620891
2005M04,77.54901315183126
2005M05,76.68750911660612
2005M06,75.6825621267509
2005M07,74.75730066890397
2005M08,74.9098621612338
2005M09,76.30114834541946
2005M10,76.62122361964985
2005M11,74.48715773577715
2005M12,73.2498826191734
2006M01,73.03241661342479
2006M02,72.4457830358061
2006M03,74.35229684028926
2006M04,77.04238964130192
2006M05,78.1943852135625
2006M06,80.47142677752231
2006M07,77.94470206646524
2006M08,76.57425911618095
2006M09,76.13117001895279
2006M10,75.0452226183311
2006M11,74.33775679377393
2006M12,73.8843198286645
2007M01,74.13603049672996
2007M02,74.73294101292866
2007M03,76.20918631106717
2007M04,75.78467864510436
2007M05,75.50605823621036
2007M06,75.5616399997793
2007M07,75.01454716566928
2007M08,76.23033638050994
2007M09,75.92016316913315
2007M10,74.34694035403788
2007M11,74.47014822461631
2007M12,73.97739938085137
2008M01,74.4795456152894
2008M02,73.5196377969616
2008M03,73.28184010303757
2008M04,72.18779370575166
2008M05,72.32077136395264
2008M06,71.91309868768883
2008M07,71.26373268518202
2008M08,69.53796737643218
2008M09,72.25289220838339
2008M10,83.8084923724795
2008M11,85.12506036119696
2008M12,85.65114344885832
2009M01,88.906264434837
2009M02,93.46430115825851
2009M03,94.56712587382901
2009M04,86.4609603872586
2009M05,85.22345389640455
2009M06,86.57632503688185
2009M07,86.33348264173922
2009M08,83.99456756030878
2009M09,86.2007777254364
2009M10,85.12479932386807
2009M11,83.91461400554427
2009M12,81.64258211112653
2010M01,80.78838128107428
2010M02,81.28462320613484
2010M03,78.85438692250412
2010M04,76.91868589712288
2010M05,80.25116635760102
2010M06,80.4509180499417
2010M07,80.98792674814658
2010M08,80.24475474517125
2010M09,80.68840768261782
2010M10,77.7333257750137
2010M11,76.40430936727587
2010M12,76.59069238273926
2011M01,75.03842548109996
2011M02,74.63197169757744
2011M03,74.9038398522069
2011M04,73.76138273494618
2011M05,73.96040688096213
2011M06,74.77277117200539
2011M07,73.7867470357836
2011M08,76.97251882485644
2011M09,81.70308136742999
2011M10,84.43305882942443
2011M11,84.44974730889314
2011M12,84.2286557572636
2012M01,82.47728679771332
2012M02,78.38565572701958
2012M03,78.68895750199759
2012M04,80.9744913566788
2012M05,84.30639261622069
2012M06,86.39190588360601
2012M07,82.14983187430386
2012M08,81.06816937635982
2012M09,79.90387235172254
2012M10,78.73658516484457
2012M11,79.165252749693
2012M12,77.44708093494104
2013M01,76.46279683502372
2013M02,76.65114244384665
2013M03,75.45138140280133
2013M04,73.22588979717904
2013M05,73.78189565583197
2013M06,78.17225901401525
2013M07,77.3221576144712
2013M08,77.67838926678102
2013M09,78.80147845669359
2013M10,77.80814663843198
2013M11,77.16841842072384
2013M12,76.4279695733197
2014M01,77.14288221942448
2014M02,77.75909278425928
2014M03,77.63496746080244
2014M04,77.15105785017359
2014M05,76.95578659621287
2014M06,77.14400555934131
2014M07,76.84317203403097
2014M08,77.50109568263555
2014M09,77.51198614947413
2014M10,78.52313752344617
2014M11,78.04906462237825
2014M12,82.06191164873889
2015M01,83.16601111593438
2015M02,84.73200432459633
2015M03,86.48380737361676
2015M04,86.99887799959654
2015M05,88.11214756871757
2015M06,89.4297835550615
2015M07,91.78875605698268
2015M08,94.9195060528473
2015M09,96.42200910442476
2015M10,94.51876829297069
2015M11,93.97665959328845
2015M12,95.35077218768852
2016M01,100.63043213388235
2016M02,103.06267612786478
2016M03,99.21560511530227
2016M04,98.59340242028843
2016M05,102.56259487104955
2016M06,106.26166428622865
2016M07,105.35994230680397
2016M08,104.65065860043043
2016M09,107.98932296576263
2016M10,106.40482273878104
2016M11,110.9223737737056
2016M12,113.60699372404217
2017M01,117.0700259826754
2017M02,111.35434688332798
2017M03,105.4932130603212
2017M04,102.1372692618111
2017M05,102.51066750260853
2017M06,99.07823534659752
2017M07,96.7932086709114
2017M08,96.3891983938161
2017M09,96.54307814200983
2017M10,100.83417685880258
2017M11,101.19388090668639
2017M12,100.9636462636928
2018M01,100.65931110352818
2018M02,98.77039702936072
2018M03,98.93937347089341
2018M04,97.9098056039389
2018M05,104.59457172152155
2018M06,108.74882974699028
2018M07,101.83810986671944
2018M08,99.66117359766977
2018M09,100.62449354214543
2018M10,100.33520296276444
2018M11,105.34630099919349
2018M12,103.9185094168639
2019M01,99.07898504300277
2019M02,99.37044236526616
2019M03,99.75512642751578
2019M04,99.13549925900962
2019M05,100.00000000000001
